satisfaccion_laboral,ultima_evaluacion_desempeño,average_montly_hours,time_spend_company,fue_promocionado,Department,ultima_evaluacion_superior,salida,edad,estado_civil,ausencias_90d,tardanzas_90d,salidas_tempranas_90d,horas_extras_90d
0.78,0.86,256,5,0,sales,0.9712260351,2,44,1,2,2,1,1
0.4,0.65,296,5,0,sales,0.7347156452,2,57,0,1,5,0,2
0.45,0.51,155,3,0,sales,0.5301048783,1,38,0,0,5,1,3
0.39,0.56,130,3,0,sales,0.6315347628,2,30,1,4,2,3,2
0.43,0.48,157,3,0,sales,0.5935546684,2,33,1,3,1,1,4
0.09,0.96,245,4,0,sales,0.9312420965,1,43,1,1,2,1,2
0.79,0.86,226,5,0,sales,0.8081099485,2,33,2,3,2,0,3
0.44,0.47,156,3,0,sales,0.5202780157,1,27,1,1,5,0,2
0.79,0.95,228,5,0,sales,1,2,30,0,2,1,1,3
0.38,0.46,155,3,0,sales,0.5386855404,2,58,1,2,5,1,1
0.36,0.56,159,3,0,sales,0.6493440947,2,24,1,3,4,0,3
0.39,0.57,142,3,0,accounting,0.5506749944,2,55,0,0,2,1,3
0.09,0.93,271,4,0,accounting,1,1,29,0,1,1,1,2
0.16,0.65,277,5,0,accounting,0.5360627166,1,31,0,1,1,0,3
0.09,0.77,310,4,0,hr,0.7833467294,1,30,0,1,0,2,4
0.11,0.87,254,4,0,hr,0.7217275981,2,35,0,0,3,3,4
0.44,0.56,142,3,0,hr,0.507375749,1,58,1,0,5,3,1
0.11,0.88,253,4,0,hr,0.8399384605,1,48,1,3,0,1,1
0.11,0.97,260,4,0,technical,0.9388518075,1,53,1,0,5,1,4
0.45,0.52,147,3,0,technical,0.578640162,2,25,1,0,2,1,3
0.1,0.96,288,4,0,technical,0.9265674304,2,23,2,1,2,3,0
0.4,0.46,160,3,0,technical,0.4446080868,2,54,0,1,0,3,4
0.38,0.55,130,3,0,technical,0.4712632393,2,42,1,5,2,2,3
0.39,0.56,133,3,0,technical,0.5219755375,1,22,2,0,0,1,4
0.38,0.55,160,3,0,technical,0.4681808882,2,32,2,0,0,1,4
0.38,0.45,151,3,0,technical,0.3219587771,1,22,1,2,3,1,2
0.17,0.75,188,4,0,technical,0.781034578,2,32,2,2,2,2,2
0.79,0.84,247,5,0,technical,0.8904638396,2,28,1,0,2,0,2
0.1,0.85,259,4,0,technical,0.8858471038,2,23,2,0,2,2,3
0.37,0.48,129,3,0,support,0.4690482131,2,36,1,0,3,1,4
0.42,0.49,152,3,0,support,0.4539357341,1,29,0,1,4,2,6
0.44,0.48,128,3,0,support,0.5890000949,1,47,1,3,0,0,4
0.11,0.83,253,4,0,support,0.8357245355,2,56,2,2,2,3,2
0.39,0.48,151,3,0,support,0.4737545633,1,42,1,0,1,1,1
0.1,0.83,271,5,0,support,0.6876926197,2,59,1,1,7,3,3
0.4,0.46,155,3,0,support,0.4123743483,2,29,0,0,2,1,5
0.86,0.91,245,5,0,support,0.8740586856,1,53,0,1,5,2,2
0.37,0.46,157,3,0,support,0.4296468343,2,29,0,1,1,2,4
0.4,0.51,160,3,0,support,0.5340517108,1,31,0,3,0,2,4
0.43,0.48,149,3,0,support,0.490080764,1,44,0,1,1,0,3
0.88,0.88,248,5,0,technical,0.9123715278,1,25,1,0,2,4,6
0.44,0.52,128,3,0,technical,0.5994649785,1,59,1,2,3,2,2
0.87,1,224,5,0,technical,1,1,51,1,1,5,2,2
0.4,0.46,156,3,0,management,0.5254369229,2,44,2,2,2,1,5
0.45,0.52,143,3,0,IT,0.6566571088,1,26,1,0,0,3,6
0.84,0.93,250,5,0,IT,0.7854697748,1,42,1,0,0,0,3
0.1,0.68,179,3,0,IT,0.5887333957,1,27,0,2,2,1,2
0.72,0.99,257,5,0,IT,0.8422688625,1,38,1,1,1,1,3
0.4,0.5,127,3,0,IT,0.5442424142,2,46,1,1,1,0,3
0.45,0.5,145,3,0,product_mng,0.6194091647,2,45,0,2,3,1,6
0.89,0.98,274,5,0,product_mng,0.903044689,1,43,1,0,4,3,3
0.4,0.55,131,3,0,product_mng,0.6781103634,1,34,0,1,2,0,1
0.38,0.53,136,3,0,product_mng,0.3980802171,1,38,1,0,1,1,2
0.38,0.47,140,3,0,IT,0.600330808,1,35,1,0,3,1,3
0.1,0.82,265,4,0,RandD,0.7754868062,2,55,2,2,1,2,4
0.42,0.48,148,3,0,RandD,0.3604262485,1,47,1,1,1,1,2
0.74,0.86,262,5,0,RandD,0.8557615278,2,40,1,2,0,3,0
0.1,0.8,261,4,0,RandD,0.7270329703,1,47,2,4,2,2,2
0.82,0.9,248,5,0,RandD,0.8354618706,1,24,1,1,2,1,3
0.38,0.55,131,3,0,marketing,0.4921869895,1,23,1,2,3,2,2
0.41,0.56,160,3,0,sales,0.6509077693,2,49,1,1,0,1,2
0.4,0.47,152,3,0,accounting,0.481748383,2,23,0,2,4,1,5
0.83,0.98,249,5,0,support,0.9233923097,2,43,1,1,3,3,6
0.36,0.57,144,3,0,technical,0.603100135,1,28,0,2,3,3,1
0.75,0.98,245,5,0,management,1,1,25,1,1,2,0,4
0.44,0.53,146,3,0,marketing,0.4617872002,2,59,1,1,0,1,2
0.1,0.94,297,5,0,marketing,0.9140647305,2,60,0,1,2,1,0
0.39,0.52,148,3,0,marketing,0.406565828,1,41,1,0,1,2,2
0.09,0.84,260,4,0,sales,0.7443448049,2,27,1,1,1,0,3
0.4,0.57,152,3,0,sales,0.6243353562,2,30,0,5,0,1,3
0.41,0.54,135,3,0,sales,0.4444315043,2,52,2,5,3,0,4
0.83,0.92,235,5,0,sales,0.9275490151,1,47,1,3,0,0,3
0.42,0.47,145,3,0,sales,0.5327138785,1,57,1,2,2,1,7
0.61,0.46,220,4,0,sales,0.3420630769,1,47,1,0,0,1,6
0.44,0.52,128,3,0,sales,0.5401936659,1,49,2,3,3,0,2
0.77,0.81,237,5,0,sales,0.7369688351,2,26,2,2,1,1,6
0.81,0.95,275,5,0,sales,1,2,31,2,4,2,1,1
0.1,0.78,310,4,0,sales,0.775063694,1,39,1,1,2,0,1
0.73,0.84,251,6,0,sales,0.9317977649,2,36,1,1,4,1,2
0.09,0.83,250,4,0,sales,0.8450679626,2,54,1,0,3,2,2
0.9,0.99,259,6,0,sales,0.8530237599,2,26,1,5,1,0,3
0.88,1,259,5,0,sales,1,1,58,0,3,2,0,0
0.09,0.87,305,4,0,sales,1,2,43,1,2,2,1,3
0.4,0.56,130,3,0,sales,0.590483546,1,43,0,0,0,1,5
0.17,0.55,250,5,0,sales,0.6457566578,1,43,2,3,3,0,3
0.82,0.82,220,6,0,sales,0.935261939,1,36,1,4,4,2,2
0.9,0.83,266,5,0,sales,0.7484239316,1,38,0,1,1,2,2
0.83,0.92,255,5,0,accounting,0.833613452,2,49,1,1,1,2,3
0.44,0.5,154,3,0,accounting,0.5332942967,1,43,1,2,1,2,1
0.5,0.85,138,3,0,accounting,0.8233085409,2,42,1,2,2,1,1
0.14,0.61,291,5,0,hr,0.7119583909,1,38,1,0,2,2,2
0.77,0.82,217,5,0,hr,0.940006937,1,26,1,1,3,1,1
0.09,0.83,286,4,0,hr,0.7860264138,1,39,0,1,2,1,2
0.11,0.88,290,4,0,hr,0.8010611677,1,38,0,0,1,1,3
0.44,0.57,148,3,0,technical,0.6541576546,1,25,1,0,2,1,3
0.43,0.52,146,3,0,technical,0.4524418107,1,28,2,2,3,1,4
0.12,0.8,136,2,0,technical,0.8967842956,1,46,2,0,0,1,2
0.1,0.86,261,5,0,technical,0.8371214761,2,58,0,2,1,1,1
0.1,0.96,274,4,0,technical,1,1,30,1,2,1,3,4
0.4,0.48,132,3,0,technical,0.3586605942,1,40,1,3,2,3,2
0.41,0.47,145,3,0,technical,0.5071577974,1,30,0,3,2,1,3
0.37,0.48,153,3,0,technical,0.4655303036,2,44,2,0,1,5,3
0.4,0.48,139,3,0,technical,0.505982539,2,52,1,1,0,2,1
0.74,0.96,231,5,0,technical,0.8604042623,1,53,0,1,2,0,2
0.39,0.48,154,3,0,technical,0.5510621235,2,52,1,2,1,1,4
0.11,0.9,307,4,0,support,1,1,38,0,3,5,2,6
0.36,0.51,129,3,0,support,0.42502194,2,60,1,2,3,3,6
0.8,0.83,275,5,0,support,0.7087143667,2,43,0,0,1,0,4
0.6,0.85,250,2,0,support,0.7070915758,1,56,0,2,1,2,2
0.36,0.54,158,3,0,support,0.5825914501,2,51,1,1,2,2,2
0.1,0.96,310,5,0,support,0.9921282108,1,58,1,2,3,1,3
0.65,0.86,181,2,0,support,0.8740092238,2,47,2,0,3,0,3
0.49,0.73,244,3,0,support,0.6495841288,1,27,0,3,0,1,1
0.73,0.96,256,6,0,support,0.9272717988,2,55,0,1,1,1,4
0.11,0.8,259,5,0,support,0.8283429006,2,53,0,2,1,1,0
0.73,0.91,247,5,0,support,0.9090300577,2,46,2,1,2,1,3
0.43,0.46,129,3,0,technical,0.6063356561,2,34,1,1,3,0,3
0.73,0.93,229,5,0,technical,0.8209319258,2,59,2,2,1,0,4
0.76,0.85,236,6,0,technical,0.9085433662,1,59,1,3,1,0,4
0.09,0.96,281,4,0,management,0.9312956304,1,23,1,1,4,2,8
0.9,0.81,264,5,0,IT,0.7884598845,1,26,0,0,2,3,0
0.1,0.81,308,4,0,IT,0.8752793297,2,32,2,1,3,0,1
0.43,0.48,147,3,0,IT,0.5377308454,1,32,1,2,1,1,2
0.41,0.55,159,3,0,IT,0.6973767981,2,45,1,1,3,3,2
0.41,0.57,154,3,0,IT,0.4585182868,2,35,0,1,1,2,1
0.1,0.87,307,4,0,product_mng,0.7512328948,2,51,1,0,1,1,4
0.4,0.46,132,3,0,product_mng,0.5273016451,2,56,2,1,0,0,0
0.4,0.53,152,3,0,product_mng,0.5535160751,1,42,0,1,1,0,3
0.36,0.48,310,3,0,product_mng,0.4122482,2,26,2,0,1,1,2
0.83,0.95,230,5,0,IT,0.8238258107,2,59,1,4,2,3,5
0.83,0.94,273,5,0,RandD,0.8156974749,1,23,1,1,2,2,5
0.41,0.51,144,3,0,RandD,0.6282572624,1,58,0,1,1,1,3
0.11,0.93,296,4,0,RandD,0.8375601974,2,55,1,1,0,1,3
0.68,0.62,198,5,0,RandD,0.5670114686,2,32,0,1,1,0,4
0.43,0.53,157,3,0,RandD,0.4479969207,1,57,1,1,1,3,2
0.44,0.51,145,3,0,marketing,0.4664988917,2,32,1,1,0,0,0
0.87,0.94,219,5,0,marketing,0.8108271528,1,30,2,3,5,3,3
0.43,0.54,153,3,0,sales,0.5457179373,2,27,0,2,1,2,6
0.89,0.48,178,5,0,accounting,0.3502837691,2,55,1,4,3,0,5
0.83,0.88,239,5,0,support,0.9701069523,2,58,2,2,2,1,1
0.11,0.87,278,5,0,technical,0.7901136246,1,53,0,5,4,3,2
0.85,1,260,3,0,management,1,1,33,0,1,2,2,3
0.89,0.97,264,5,0,marketing,1,2,53,1,2,0,0,4
0.09,0.92,301,4,0,marketing,0.9652632107,1,38,1,1,1,1,4
0.43,0.55,134,3,0,marketing,0.559887336,1,25,2,1,1,1,4
0.42,0.46,147,3,0,sales,0.4073001259,2,54,1,2,3,1,5
0.43,0.54,130,3,0,sales,0.4899005739,2,30,1,1,1,2,6
0.1,0.93,307,4,0,sales,0.9808460866,2,55,1,0,1,3,4
0.37,0.46,156,3,0,sales,0.6082418084,2,60,1,1,0,1,2
0.76,0.98,237,5,0,sales,1,1,51,0,0,2,1,3
0.88,0.89,254,5,0,sales,0.9073350252,2,41,1,2,3,3,1
0.39,0.48,151,3,0,sales,0.5491951531,1,60,1,1,3,1,1
0.45,0.54,131,3,0,sales,0.5295616837,1,44,2,3,0,0,1
0.91,0.95,241,5,0,sales,0.8180427028,2,56,0,2,1,1,7
0.86,0.85,267,5,0,sales,0.8686890448,1,44,1,2,1,1,3
0.39,0.53,153,3,0,sales,0.6672875854,2,60,0,1,1,1,2
0.89,1,217,5,0,sales,0.9025908827,2,44,1,3,2,0,3
0.11,0.86,254,4,0,sales,0.9170014672,1,58,1,0,1,1,2
0.1,0.87,265,5,0,sales,0.7802801066,1,44,0,1,4,3,2
0.38,0.57,146,3,0,sales,0.5807483053,1,60,0,0,2,1,4
0.4,0.54,156,3,0,sales,0.4190029349,2,49,2,2,1,0,4
0.86,0.97,269,5,0,sales,0.9551112809,2,40,0,0,3,0,2
0.1,0.86,288,4,0,sales,0.9368489987,2,51,2,1,1,4,8
0.1,0.85,283,4,0,sales,0.8042714573,1,42,2,1,2,3,2
0.42,0.5,128,3,0,accounting,0.5494735173,2,45,0,3,2,1,1
0.36,0.46,130,3,0,accounting,0.5486349882,2,42,2,1,3,0,2
0.39,0.48,127,3,0,accounting,0.6081533458,1,47,0,0,1,1,4
0.43,0.47,137,3,0,hr,0.3903926246,1,57,1,1,1,2,3
0.36,0.49,133,3,0,hr,0.4597947747,2,47,1,1,0,3,1
0.09,0.91,275,4,0,hr,0.805724804,1,54,1,3,3,3,4
0.42,0.55,146,3,0,hr,0.6977450506,1,57,2,1,3,0,7
0.42,0.46,135,3,0,technical,0.5881002904,2,25,0,0,2,0,4
0.91,0.89,217,5,0,technical,0.9019871391,1,30,0,2,3,3,0
0.41,0.56,154,3,0,technical,0.6626099883,1,29,1,0,3,5,3
0.11,0.78,247,4,0,technical,0.7862873932,2,23,1,2,2,1,4
0.09,0.83,295,5,0,technical,0.8670757064,1,50,1,1,1,0,2
0.83,1,224,5,0,technical,0.8767373296,1,44,2,3,1,1,3
0.11,0.78,281,4,0,technical,0.8565811261,1,27,2,0,3,1,0
0.1,0.93,258,4,0,technical,0.8183140451,2,57,0,3,1,2,3
0.42,0.55,150,3,0,technical,0.6478202891,1,42,1,3,2,0,4
0.1,0.97,282,4,0,technical,1,2,43,1,2,3,1,2
0.38,0.51,138,3,0,technical,0.5726234093,2,30,1,1,4,0,5
0.77,0.98,238,6,0,support,0.8408481142,2,55,1,0,5,3,4
0.11,0.85,244,4,0,support,0.7909385068,1,47,2,1,1,1,2
0.87,0.97,250,6,0,support,0.898933771,1,22,1,1,1,1,3
0.1,0.88,282,4,0,support,0.8380409222,1,57,0,4,2,1,3
0.1,0.89,253,4,0,support,0.766292824,1,26,0,2,0,1,2
0.09,0.9,256,4,0,support,1,1,43,1,0,1,2,3
0.84,0.85,260,5,0,support,0.8661406722,1,25,1,3,1,1,3
0.11,0.86,245,4,0,support,0.8016572932,2,23,2,0,3,3,2
0.81,0.97,230,5,0,support,0.9390944551,2,37,1,2,4,3,4
0.77,0.85,276,5,0,support,0.8341607622,2,37,0,5,0,0,2
0.42,0.47,137,3,0,support,0.5001783,2,43,1,0,5,0,5
0.36,0.56,140,3,0,technical,0.5647038283,1,22,2,1,1,4,3
0.81,0.83,269,6,0,technical,0.955817592,1,36,1,0,3,3,2
0.37,0.46,130,3,0,technical,0.4590890449,2,45,0,0,2,0,3
0.1,0.96,264,4,0,management,1,2,25,0,1,0,0,7
0.14,0.55,175,5,0,IT,0.6554274873,2,39,1,0,0,0,7
0.41,0.51,159,3,0,IT,0.4225531543,2,38,1,3,3,0,5
0.44,0.55,128,3,1,IT,0.6791785644,2,28,2,0,0,2,2
0.82,0.94,232,5,0,IT,0.8249099194,2,31,1,2,5,1,3
0.67,0.54,166,5,0,IT,0.6352349125,1,22,0,0,5,1,3
0.44,0.57,141,3,0,product_mng,0.534186988,2,23,0,1,0,2,1
0.42,0.54,143,3,0,product_mng,0.6533922961,1,43,1,2,1,1,5
0.84,0.83,239,5,0,product_mng,0.940417007,2,53,1,1,3,0,3
0.86,1,232,5,0,product_mng,1,2,50,1,2,0,1,5
0.56,0.86,252,2,0,IT,0.9470091309,2,56,0,2,0,2,2
0.09,0.93,255,4,0,RandD,0.8714037417,1,38,0,0,4,1,5
0.1,0.81,270,4,0,RandD,0.6842757849,1,33,2,1,1,2,1
0.39,0.54,149,3,0,RandD,0.5108940536,1,45,0,0,0,1,6
0.75,0.89,276,5,0,RandD,0.7920573545,1,51,2,2,3,1,5
0.43,0.55,159,3,0,RandD,0.6084853267,2,51,1,3,2,1,3
0.09,0.96,274,5,0,marketing,0.913829918,1,41,0,0,0,1,6
0.83,0.94,264,5,0,sales,1,2,28,1,2,5,2,4
0.59,1,156,4,0,accounting,1,1,59,1,0,3,1,5
0.44,0.54,135,3,0,support,0.6367441691,1,28,0,1,2,1,2
0.38,0.49,128,3,0,technical,0.3797574018,1,51,0,3,2,0,4
0.76,0.98,242,5,0,management,1,2,33,1,0,3,2,1
0.22,0.86,293,3,0,marketing,0.9868271572,2,52,0,2,1,0,7
0.4,0.46,141,3,0,marketing,0.4561185756,2,39,1,1,1,2,5
0.41,0.48,155,3,0,marketing,0.5118758813,2,23,2,3,3,2,2
0.38,0.51,141,3,0,sales,0.5894429403,1,54,1,2,1,0,4
0.45,0.68,212,4,0,sales,0.5824515882,2,32,1,0,4,1,4
0.39,0.56,160,3,0,sales,0.5607698229,2,55,0,1,5,1,1
0.45,0.47,150,3,0,sales,0.4395989083,2,37,0,1,3,1,5
0.42,0.53,132,3,0,sales,0.4239121976,2,56,0,1,0,2,5
0.1,0.87,248,4,0,sales,0.8302603267,1,54,0,1,1,3,2
0.78,0.96,272,5,0,sales,0.8304516928,1,42,2,3,0,1,2
0.39,0.56,160,3,0,sales,0.4177435721,1,41,0,0,3,3,4
0.1,0.87,299,4,0,sales,0.7605498867,2,29,0,2,0,2,1
0.1,0.8,292,4,0,sales,0.9389345335,2,47,0,3,0,0,2
0.43,0.46,126,3,0,sales,0.4748588608,2,54,2,0,3,0,2
0.38,0.45,132,3,0,sales,0.5897466483,2,47,1,0,4,0,1
0.09,0.77,282,5,0,sales,0.7497493635,2,58,0,1,2,3,3
0.39,0.53,141,3,0,sales,0.4735448399,1,51,0,0,0,1,2
0.73,0.99,206,5,0,sales,0.9918425589,1,52,1,4,1,1,3
0.38,0.49,140,3,0,sales,0.4718535066,1,54,0,3,6,3,0
0.1,0.91,255,4,0,sales,0.7916994053,1,32,1,3,0,2,4
0.41,0.54,133,3,0,sales,0.5822478944,1,26,1,1,6,1,2
0.43,0.51,131,3,0,sales,0.4248114548,1,23,2,0,2,0,1
0.79,0.96,257,5,0,accounting,0.9958763865,2,34,1,0,3,0,7
0.1,0.81,269,4,0,accounting,0.8550603277,2,39,0,3,0,2,6
0.11,0.97,254,4,0,accounting,0.8656074559,1,47,1,4,2,1,1
0.42,0.5,143,3,0,hr,0.3684048881,2,46,0,0,1,2,3
0.36,0.51,157,3,0,hr,0.5942284758,2,35,1,0,1,1,2
0.63,0.93,163,3,0,hr,0.9179401271,2,26,1,2,3,0,6
0.41,0.56,133,3,0,hr,0.4274491387,1,23,2,1,1,0,4
0.36,0.46,157,3,0,technical,0.6084598952,2,25,1,2,1,2,5
0.1,0.9,301,5,0,technical,0.7673341683,1,33,1,2,2,2,3
0.11,0.96,310,4,0,technical,1,2,32,1,1,3,6,6
0.44,0.54,133,3,0,technical,0.6851036776,1,25,1,2,2,1,3
0.77,0.96,249,6,0,technical,0.8817540313,2,30,1,1,2,1,3
0.91,1,251,6,0,technical,0.8926748106,1,31,1,0,1,1,5
0.26,0.46,242,3,0,technical,0.3464154818,2,48,0,1,4,1,3
0.81,0.93,265,6,0,technical,0.8709825443,2,27,2,0,4,1,5
0.11,0.87,280,4,0,technical,0.7503137433,1,36,0,2,2,1,5
0.92,0.89,241,5,0,technical,0.9476484025,1,52,0,0,0,2,5
0.1,0.86,253,4,0,technical,0.7286875394,1,43,1,1,3,0,5
0.45,0.51,137,3,0,support,0.5128266384,2,27,2,3,1,1,5
0.11,0.94,266,4,0,support,1,2,54,1,1,2,0,1
0.23,0.7,168,4,0,support,0.7941910809,2,50,2,0,4,0,1
0.86,0.95,270,5,0,support,0.9845658315,2,42,1,2,3,1,1
0.44,0.55,141,3,0,support,0.4918760862,1,51,2,1,3,0,1
0.41,0.56,133,3,0,support,0.5971687509,2,42,0,1,2,1,2
0.84,0.97,256,5,0,support,0.9781124392,1,57,1,1,3,1,2
0.42,0.52,160,3,0,support,0.4978250152,1,43,2,3,5,0,2
0.11,0.88,275,4,0,support,0.769213113,2,41,1,1,3,1,5
0.38,0.46,160,3,0,support,0.5759812646,1,43,0,1,2,0,4
0.11,0.96,244,4,0,support,0.9449353946,2,32,2,1,1,1,5
0.1,0.83,271,4,0,technical,0.7383867535,2,52,1,1,5,1,0
0.86,0.88,268,5,0,technical,0.8403278053,1,34,1,1,1,1,5
0.91,1,253,5,0,technical,0.9742389258,2,39,0,3,1,1,5
0.37,0.53,140,3,0,management,0.6282613687,2,43,0,1,2,1,5
0.46,0.5,146,3,0,IT,0.5700843142,2,38,2,0,0,2,3
0.1,0.89,259,5,0,IT,0.9707914681,2,59,0,2,4,1,3
0.37,0.46,127,3,0,IT,0.3133093793,2,46,1,2,3,0,4
0.4,0.48,161,3,0,IT,0.4548461995,2,53,2,1,1,1,1
0.09,0.78,260,4,0,IT,0.7744032455,1,36,2,1,1,0,3
0.11,0.89,272,4,0,product_mng,0.745757683,1,34,1,1,3,1,4
0.39,0.48,159,3,0,product_mng,0.4079439626,2,47,1,1,3,0,3
0.89,0.96,219,6,0,product_mng,1,1,32,1,3,1,2,2
0.09,0.91,243,4,0,product_mng,0.8011329117,1,34,2,2,2,4,4
0.88,0.97,255,5,0,IT,0.9805930394,1,54,1,0,3,0,1
0.11,0.9,245,4,0,RandD,0.8145605616,2,58,2,4,3,1,3
0.1,0.95,264,5,0,RandD,0.8036362324,2,59,2,1,0,3,2
0.91,1,245,6,0,RandD,0.9223604373,1,22,1,2,0,2,2
0.44,0.52,137,3,0,RandD,0.6627621265,1,60,1,0,1,0,4
0.63,0.76,157,4,0,RandD,0.8504611336,1,48,1,2,3,0,4
0.1,0.87,247,4,0,marketing,1,2,57,1,1,0,0,4
0.36,0.51,144,3,0,sales,0.5063562132,2,53,1,2,0,1,8
0.45,0.51,149,3,0,accounting,0.3929208596,2,36,0,1,1,1,2
0.73,1,253,6,0,support,1,1,52,0,0,0,0,3
0.37,0.55,140,3,0,technical,0.5363132004,1,27,2,4,3,2,1
0.09,0.85,307,4,0,management,0.9533071248,2,46,1,0,2,2,4
0.41,0.71,205,4,0,marketing,0.5894247742,2,39,0,4,0,1,3
0.72,1,234,5,0,marketing,0.9964723411,2,43,2,3,4,1,4
0.36,0.54,127,3,0,marketing,0.4350145994,1,52,1,1,3,1,1
0.9,1,229,5,0,sales,0.9474027781,1,57,1,3,2,2,4
0.44,0.56,141,3,0,sales,0.6312071232,1,30,0,1,2,0,5
0.78,0.95,260,5,0,sales,0.9428054388,1,24,2,1,2,0,3
0.37,0.52,141,3,0,sales,0.4827664855,2,54,1,0,3,1,2
0.4,0.47,144,3,0,sales,0.4383428836,1,48,0,0,2,0,5
0.84,1,250,5,0,sales,0.9878340305,1,22,2,1,2,2,6
0.09,0.86,245,4,0,sales,0.9455049632,1,30,1,1,2,0,8
0.83,0.93,269,5,0,sales,1,2,26,1,6,1,2,1
0.11,0.87,273,4,0,sales,1,2,36,0,2,0,0,5
0.37,0.5,142,3,0,sales,0.5860710159,2,30,1,3,2,2,2
0.09,0.93,273,5,0,sales,0.8746220687,1,49,0,3,4,3,0
0.43,0.47,248,2,0,sales,0.5264404118,2,34,1,2,2,1,3
0.39,0.56,147,3,0,sales,0.5412809372,1,45,2,2,5,3,1
0.85,0.9,168,2,0,sales,0.8264011866,2,31,2,1,0,2,3
0.38,0.52,128,3,0,sales,0.6222614738,2,43,1,2,1,0,3
0.76,0.84,227,5,0,sales,0.7015279047,1,60,1,1,2,1,5
0.44,0.51,135,3,0,sales,0.6305285976,2,43,0,2,3,1,3
0.73,1,268,5,0,sales,0.9884432394,1,58,1,4,1,0,2
0.43,0.53,136,3,0,sales,0.571160443,2,60,0,0,2,1,5
0.43,0.51,149,3,0,accounting,0.5578061767,2,41,1,1,0,0,2
0.09,0.96,264,4,0,accounting,1,2,31,1,2,1,1,3
0.43,0.53,143,3,0,accounting,0.5710009047,2,31,1,1,1,0,5
0.45,0.57,138,3,0,hr,0.6041800754,1,47,1,1,2,1,1
0.42,0.48,146,3,0,hr,0.3499956122,1,46,1,1,2,2,3
0.41,0.46,150,3,0,hr,0.4655224066,1,49,0,4,1,0,5
0.44,0.55,156,3,0,hr,0.4450507002,1,34,0,1,2,4,4
0.09,0.92,245,4,0,technical,0.9912301306,1,36,0,1,1,3,1
0.41,0.51,156,3,0,technical,0.5136665762,1,27,1,4,4,3,5
0.43,0.51,143,3,0,technical,0.5640683338,2,33,1,0,4,4,2
0.38,0.51,159,3,0,technical,0.3725018702,1,40,1,2,0,1,2
0.85,0.96,217,5,0,technical,0.8354376048,2,53,1,0,1,0,6
0.88,0.91,234,6,0,technical,0.9748970164,2,32,0,3,0,1,3
0.44,0.46,138,3,0,technical,0.3316253008,1,59,0,0,0,2,3
0.11,0.92,265,4,0,technical,0.7913770183,1,54,1,1,2,0,1
0.38,0.5,145,3,0,technical,0.3536325426,2,23,0,1,2,1,4
0.09,0.78,263,4,0,technical,0.9169504195,1,36,1,0,3,1,5
0.11,0.79,264,4,0,technical,0.8612525078,2,57,2,2,1,2,4
0.11,0.88,253,4,0,support,0.8359754226,2,26,2,3,4,0,3
0.44,0.48,155,3,0,support,0.4189606744,2,36,1,2,2,2,3
0.38,0.51,137,3,0,support,0.4649109689,2,31,0,3,5,0,0
0.1,0.87,254,5,0,support,0.9523960594,2,38,0,1,4,1,0
0.45,0.57,143,3,0,support,0.6184111833,2,55,1,3,2,0,4
0.11,0.94,280,5,0,support,0.8455586704,2,45,2,1,2,4,2
0.36,0.48,136,3,0,support,0.3822328006,1,31,0,4,0,0,4
0.72,0.95,271,5,0,support,0.8295186949,1,51,0,5,3,0,4
0.43,0.48,157,3,0,support,0.5280908159,2,24,0,1,2,1,1
0.45,0.5,150,3,0,support,0.5793117987,2,58,1,0,3,1,3
0.4,0.53,127,3,0,support,0.4595139285,1,24,1,1,1,1,2
0.1,0.81,271,4,0,technical,0.6662834883,2,26,1,2,2,2,3
0.83,0.93,257,5,0,technical,0.8046515002,2,49,1,3,4,3,3
0.11,0.8,305,4,0,technical,0.9403580105,1,35,2,1,2,0,5
0.43,0.5,152,3,0,management,0.4386334332,1,60,1,3,2,1,3
0.38,0.5,144,3,0,IT,0.5807669444,2,32,2,2,0,0,1
0.83,1,269,5,0,IT,1,1,29,2,1,2,1,4
0.11,0.82,285,4,0,IT,0.7845818919,1,58,2,1,1,1,3
0.43,0.52,136,3,0,IT,0.4317061787,1,29,1,1,2,0,6
0.11,0.88,294,4,0,IT,0.7664159254,1,33,1,3,2,0,2
0.43,0.46,157,3,0,product_mng,0.4945038904,2,36,1,3,4,0,4
0.1,0.89,280,4,0,product_mng,0.9723901342,2,40,2,2,3,1,2
0.44,0.51,152,3,0,product_mng,0.5531712761,2,49,2,0,2,0,4
0.82,0.91,276,6,0,product_mng,0.91909064,2,28,1,3,0,4,3
0.1,0.86,247,4,0,IT,0.722585367,1,28,1,3,2,1,1
0.1,0.95,286,4,0,RandD,1,2,51,0,2,3,0,4
0.3,0.89,257,5,0,RandD,0.9796142575,2,39,1,1,1,1,9
0.1,0.93,258,4,0,RandD,0.867846611,1,45,2,1,2,0,2
0.39,0.5,151,3,0,RandD,0.6439910988,1,27,2,1,1,0,1
0.14,0.47,175,2,0,RandD,0.5005644769,2,25,0,3,1,2,2
0.82,0.92,252,5,0,marketing,0.9447267975,2,24,0,1,4,2,3
0.1,0.85,266,4,0,sales,0.9244219538,1,27,0,2,1,3,3
0.09,0.9,295,4,0,accounting,0.9935309364,2,47,1,3,4,2,1
0.54,0.83,165,6,0,support,0.8769435822,1,59,2,2,1,2,9
0.61,0.58,264,4,0,technical,0.4684287239,1,32,2,1,1,3,4
0.1,0.79,275,4,0,management,0.7414802518,2,50,1,2,3,2,1
